run_id,date,plan_id,branch,commit,tag,firmware_version,ha_config_version,analysis_version,workload,protocol,topology,interference,load_level,node_count,interval_ms,timestamp_source,run_path,status,notes,pipeline_version,is_baseline,comparison_group,run_type,replicate_id,baseline_ref,interval_nominal_ms,interval_jitter_ms,iperf_profile,ap_model,ap_firmware,ap_channel_mode,ap_channel,ap_width_mhz,ap_control_sideband,ap_rf_source
R902,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R902,complete,firmware-0.5 confirmatory W2 10-pair extension; 1s control rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_1s,control,rep11,,,,,,,,,,,
R903,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R903,complete,firmware-0.5 confirmatory W2 10-pair extension; 1s telemetry rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_1s,telemetry,rep11,,,,,,,,,,,
R904,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R904,complete,firmware-0.5 confirmatory W2 10-pair extension; 2s control rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_2s,control,rep11,,,,,,,,,,,
R905,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R905,complete,firmware-0.5 confirmatory W2 10-pair extension; 2s telemetry rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_2s,telemetry,rep11,,,,,,,,,,,
R906,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R906,complete,firmware-0.5 confirmatory W2 10-pair extension; 5s telemetry rep12; balanced round 6; alternating pair order,0.4.8,FALSE,W2_5s,telemetry,rep12,,,,,,,,,,,
R907,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R907,complete,firmware-0.5 confirmatory W2 10-pair extension; 5s control rep12; balanced round 6; alternating pair order,0.4.8,FALSE,W2_5s,control,rep12,,,,,,,,,,,
R908,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R908,complete,firmware-0.5 confirmatory W2 10-pair extension; 6s control rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_6s,control,rep11,,,,,,,,,,,
R909,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R909,complete,firmware-0.5 confirmatory W2 10-pair extension; 6s telemetry rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_6s,telemetry,rep11,,,,,,,,,,,
R910,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R910,complete,firmware-0.5 confirmatory W2 10-pair extension; 8s control rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_8s,control,rep11,,,,,,,,,,,
R911,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R911,complete,firmware-0.5 confirmatory W2 10-pair extension; 8s telemetry rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_8s,telemetry,rep11,,,,,,,,,,,
R912,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R912,complete,firmware-0.5 confirmatory W2 10-pair extension; 9s control rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_9s,control,rep11,,,,,,,,,,,
R913,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R913,complete,firmware-0.5 confirmatory W2 10-pair extension; 9s telemetry rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_9s,telemetry,rep11,,,,,,,,,,,
R914,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R914,complete,firmware-0.5 confirmatory W2 10-pair extension; 10s control rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_10s,control,rep11,,,,,,,,,,,
R915,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R915,complete,firmware-0.5 confirmatory W2 10-pair extension; 10s telemetry rep11; balanced round 6; alternating pair order,0.4.8,FALSE,W2_10s,telemetry,rep11,,,,,,,,,,,
R916,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R916,complete,firmware-0.5 confirmatory W2 10-pair extension; 10s telemetry rep12; balanced round 7; alternating pair order,0.4.8,FALSE,W2_10s,telemetry,rep12,,,,,,,,,,,
R917,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R917,complete,firmware-0.5 confirmatory W2 10-pair extension; 10s control rep12; balanced round 7; alternating pair order,0.4.8,FALSE,W2_10s,control,rep12,,,,,,,,,,,
